Green_genes11	Green_genes_13_5
302645	194033
303112	303112
303180	303180
303184	303184
303188	4311539
30323	30323
303301	398138
303491	303491
303596	303596
303607	303607
303620	312588
303623	303623
303810	110790
303818	341053
303841	303841
303894	330601
303897	303897
303900	303900
304094	341912
304097	196854
304164	4303553
304167	221302
304538	188038
304760	304760
304761	310035
304869	323152
305056	305056
305277	34399
305278	305278
305331	305331
305400	305400
305562	194626
305603	305603
305616	305616
305709	229905
305714	305714
305803	305803
306159	306159
306212	198904
306329	306329
306448	236297
306633	306633
306635	306635
307058	46910
307128	307128
307129	307129
307366	307366
307420	307420
307581	307581
307631	4243866
307692	307692
307798	307798
307876	842598
307900	307900
307906	307906
307909	697711
307981	782953
308062	4470985
308224	308224
308269	308269
30839	10430
308393	308393
308433	308433
308649	317108
308849	295824
308932	308932
309002	309002
309480	309480
309676	309676
309694	105501
309713	309713
309790	309790
309814	355752
309994	309994
310018	310018
310111	310111
310192	332625
310222	310222
310227	270811
310327	312317
310485	310485
310487	310487
310630	310630
310885	310885
310889	310889
310913	558969
310915	562180
311160	311160
311163	311163
31123	31123
311244	311244
311423	311423
311477	355307
311535	311535
311539	824
311591	311591
311656	311656
311659	311659
311798	314935
311942	311942
312029	4408418
312221	837640
312227	312227
312384	312384
312387	4335921
31244	4438847
31249	31249
312714	682706
312796	1016598
312861	1908049
312923	312923
313142	313142
313144	313144
313226	313226
313237	197972
313245	313245
313405	218967
313480	313480
313486	313486
313529	351293
313868	4396596
313890	313890
313898	313898
313913	153687
313914	569239
313991	621042
314376	314376
314378	314378
314415	314415
314492	334992
314513	314513
315021	315021
31516	4393711
315261	344636
315391	315391
315396	315396
315683	315683
315761	1129081
315855	315855
3159	3159
315971	531331
315979	541394
316042	316042
316122	262807
316203	4385936
316207	316207
316433	316433
316740	316740
316748	316748
317155	322470
317552	324708
317612	317612
317690	4326014
317714	317714
317715	317715
317719	317719
317794	317794
317871	317871
317960	317960
318113	305536
318193	318193
318195	318195
318255	318255
318365	542823
318367	318367
318442	318442
318604	439457
318760	318760
318881	318881
318933	291917
319002	1145401
319087	319087
319094	652332
319166	1129766
319273	4463100
319333	328828
319557	355527
319578	332784
319693	319693
319699	320123
319713	331649
319869	284878
319982	319982
319986	319986
320141	320141
320147	175963
320149	352392
320222	320222
320307	320307
320321	320321
320402	320402
320468	320468
320483	320483
320640	352691
320892	320892
320898	307113
321170	4381255
321177	58315
321410	303627
321513	321513
321598	321598
321652	321652
321671	4442029
321753	321753
32177	32177
321899	367213
321960	321960
321963	321963
321965	1114411
322023	322023
322214	322214
322219	112891
322231	322231
322564	322564
322641	334784
322801	322801
322881	322881
323045	323045
323206	295128
323411	323411
323418	588216
323521	267373
323675	333130
32372	1679571
323817	585921
323897	4455980
323929	323929
324034	324034
324104	324104
324219	324219
324295	4348417
324522	324522
324529	324529
324916	324916
324918	615514
325141	4458493
325168	325168
32525	32525
325292	325292
325334	325334
325337	295036
325384	325384
325556	2431118
325747	35270
325763	325763
325765	192438
325820	4324360
325828	519588
325982	720944
325983	325983
326167	326167
3262	3261
326270	326270
326292	326292
326326	326326
326426	326426
326906	326906
326985	255603
327181	337093
327231	327231
327341	553932
327521	159828
327525	266789
327694	327694
327709	327709
328033	328033
328083	328083
328410	656386
328827	328827
328890	328890
328912	328912
328931	328931
328994	246853
329101	329101
329291	321991
329297	329297
329347	640310
329380	1081614
329520	329520
329648	329648
329649	4478764
329728	531614
330020	330020
330022	320643
330276	330276
330338	3895061
330416	347913
330417	330417
330418	330418
330592	330592
330599	330599
330709	326549
330990	330990
33112	33112
33113	33113
331240	331240
331248	331248
331575	331575
33199	513307
332292	332292
332316	332316
332574	332574
332630	332630
332634	332634
332667	38403
332707	332707
332804	225408
332805	332805
332808	988157
333235	333235
333272	333272
333279	333279
333330	333330
33345	4414820
333820	333820
333948	333948
334082	4345268
334161	334161
334224	415315
334299	4339358
3343	3345
334416	4438881
334417	339725
334435	334435
334557	2686191
334707	334707
334935	334935
335045	290253
335254	290241
335260	736408
335363	335363
335481	335481
335488	335488
335519	296726
335870	537571
335938	335938
335985	68986
336	343
336002	323139
336133	336133
336177	336177
336236	2187047
336333	336333
336501	336501
336508	336508
336584	4437839
336627	336627
336745	336745
336784	336784
33679	33679
336982	834353
336984	821303
337066	232980
337219	337219
337246	337246
337571	326636
337579	337579
337662	332041
337743	337743
338034	338034
338207	81691
338503	338503
338740	338740
338749	813649
338814	4424626
339135	339135
339137	339137
33919	33919
339305	339305
33935	238002
339359	339359
33939	33939
339455	339455
339852	1713225
340009	4319591
340308	4459356
340322	285374
340382	340382
340615	196371
340723	562694
340727	340727
340883	757005
340884	716255
341251	341251
341355	1138763
341359	551365
341814	4309182
341837	341837
342076	112308
342380	342380
34261	34261
342714	342714
342719	318745
342749	342749
342790	342790
342870	342870
34315	268502
343167	343167
343266	343266
343389	343389
343674	831263
343773	343773
343815	343815
343967	194924
343985	181187
344007	344007
344200	583651
344285	302513
344325	344325
344329	344329
344595	310969
344596	334386
34467	74352
344892	344892
344914	344914
3450	3450
345353	345353
345475	345475
34564	34564
345643	1052235
34569	79974
3458	128457
345871	345871
346231	346231
346374	346374
346413	136686
34643	4384058
346497	1171
346596	346596
346598	346598
346710	346710
346755	4342645
346758	346758
347029	160015
347153	347153
347218	347218
347726	329731
347891	744080
347963	192664
348230	326328
348514	2749126
348754	557673
348940	557578
348949	554560
349369	349369
349444	349444
349447	4375292
349473	3192322
349546	349546
349548	349548
349695	349695
349816	349816
349984	349984
350154	166848
350293	4474678
350327	309161
350446	350446
35049	593803
350544	573830
350772	350772
350834	350834
351120	351120
351128	351128
351200	351200
351207	351207
351287	351287
351370	278301
35138	4467810
351651	1061164
351673	351673
351676	351676
351703	311395
351705	351705
351708	1645783
351821	314152
351824	351824
351826	544258
352078	294067
352182	352182
352244	352244
352532	532921
352601	352601
352624	352624
352700	352700
352706	348804
352708	352708
352803	239824
352885	190649
353031	168456
353280	310712
353285	353285
353701	364720
353702	329436
353728	353728
353811	611144
353816	353816
353817	353817
353892	347653
353899	353899
353910	353910
353975	332293
354042	354042
354168	3096968
35418	35418
3544	3544
354477	354477
3545	2777512
354823	67341
354827	3883044
3549	4191382
354981	354981
355063	262580
355064	355064
355066	4384058
355155	355155
355297	129424
355462	355462
355468	355468
355503	355503
355585	1111339
355592	355592
355885	513513
355920	355920
355949	355949
356051	4476578
356052	356052
356150	356150
356218	356218
35624	817176
356316	356316
356394	356394
356398	356398
356469	4343100
356536	356536
356550	356550
356580	337013
356639	356639
356644	356644
356648	321135
356864	356864
356980	356980
357011	357011
357017	188990
357423	357423
357582	357582
357900	357900
357984	1896700
358016	358016
358706	165118
358785	358785
358964	4111963
35903	3191082
359089	359089
359103	359103
359471	1591289
359627	359627
360530	360530
360784	287539
360785	1736067
360826	360826
36096	4377062
360988	3749794
361111	361111
361119	329313
361359	361359
361574	1132969
361662	361662
361781	537954
361840	4324733
362119	362119
36226	36226
362288	874627
362426	362426
362428	287539
362501	362501
362502	362502
362733	945733
362845	362845
362955	362955
363466	363466
363975	357624
364221	352599
364794	234951
364806	360635
365372	365372
36565	236578
365662	253659
365755	365755
365758	520657
365763	696563
365866	365866
365869	364109
365947	365947
366545	366545
367256	1112693
367259	4342039
367670	367670
36768	4365794
36769	555654
367842	415160
368281	4434454
368438	368438
368706	368706
368787	3191793
369543	369543
370143	998869
37024	37024
370338	370338
370560	4294838
371274	403909
372348	372348
372941	372941
373239	373239
373370	4379961
373493	146148
373528	1110988
373685	373685
377525	1111745
37768	237265
3777	43373
378282	684965
378376	207741
378462	388506
378810	378810
380392	4056429
381030	4424327
38168	40406
382628	382628
382982	427159
383122	383122
383246	229905
383277	3347350
38338	38338
3836	3836
3838	2836861
384776	4414344
38515	575542
38610	38610
386231	496942
386885	386885
387042	819211
38716	38716
38718	533367
38853	38853
388951	388951
39070	4367782
392564	164744
392918	392918
393265	74559
39361	4314716
39443	39443
394758	394758
395249	395249
397840	397840
3979	576755
398426	372368
39863	513803
40122	40122
40217	1113279
402651	402651
402704	402704
4043	4043
405655	405655
406248	4345285
406964	468313
40713	534008
40791	40791
407963	407963
40837	40837
40964	351383
409732	409732
409947	409947
410072	410072
410196	410196
410763	1144608
410950	812914
412056	412056
41449	699021
414638	460067
414839	4343485
414949	414949
415516	265496
415943	415943
419024	338553
42014	42014
420931	420931
421125	421125
42141	961922
42147	42147
421926	406821
42227	548345
42289	42289
423096	142393
423327	423327
42381	42381
42382	3485581
42492	42492
42498	42498
429048	429048
42931	42931
429841	429841
43083	834138
43120	43120
431490	694856
431764	431766
431900	228374
43329	3201462
433880	433880
433883	433883
43436	43436
435512	435512
441265	441265
441934	441934
44251	44251
443310	31386
44359	4376963
44410	536147
444679	444679
445860	445860
4470	4470
448893	448893
44923	791522
44928	44928
450209	450209
45087	4398019
45088	822271
45167	552996
451672	346556
451807	451807
4530	4437867
4535	328525
4539	5172
454067	3504555
455246	822060
45556	45556
45645	45645
45765	45765
45828	339914
458397	1099898
46080	46080
46108	52380
462098	4478632
46239	34202
462844	462844
463116	197540
465686	413275
46681	46681
467388	991785
467605	467605
46777	228252
46818	46818
469478	122517
469486	64653
469488	16513
469602	140401
469903	4309087
470150	2990918
470168	167741
470243	87506
470603	47365
470691	13811
470693	804621
470878	166692
4709	4709
471192	1115061
471198	4315290
471257	2234838
471442	1131959
471448	3504555
47228	47228
47841	114367
47968	47968
48010	514031
48016	4112171
484332	173565
484338	2783638
48527	13074
490143	911516
492389	4351304
493121	3466726
49382	3839317
4965	450309
499955	499955
500111	500111
500117	4393962
500261	500261
500665	500665
501679	501844
50208	50208
50283	50283
50284	1132880
50424	540876
50506	3518
50582	50582
508870	508870
508953	508953
509149	509149
509258	509258
509259	508780
509473	509473
509476	509476
509673	565487
509718	295861
509760	260668
509764	788086
509769	647833
509843	509843
510050	510050
510178	510178
510281	510281
510495	510495
510498	510498
510750	510750
510753	827773
510823	510823
510828	510828
510943	561874
510949	510949
511092	541041
511198	186973
511268	569356
511355	4341960
511388	511388
511415	542496
511430	511430
511542	511542
511548	554836
51161	830077
511637	2813895
511782	511782
511786	777316
511831	308309
511835	564976
511927	560802
512146	103145
512263	512263
512264	4370361
512265	512265
512280	538801
512361	512361
512364	512364
512382	512382
512546	512546
512755	4294646
512861	512861
512867	512867
512990	256400
513028	513028
513221	513221
513408	513408
513409	1024529
513480	527536
513560	513560
513562	513562
513563	513563
513670	809315
513679	513679
513801	831689
513960	513960
513961	4343563
513963	774016
513965	513965
513969	4448700
514061	514061
514342	1145693
514346	258175
514350	514350
514663	514663
514738	2750808
514865	514865
515209	515209
515362	515362
515404	4348288
515507	527857
515823	527687
515827	515827
515828	528234
515908	515908
516091	516091
516251	4008773
516356	516356
516782	516782
516783	530046
517201	839864
517244	517244
517381	517381
517535	15458
51758	4372408
517810	581691
517906	517906
518088	4381529
518109	518109
518460	518460
518748	518748
518864	518864
518865	518865
518957	3942776
51926	51926
519516	4320402
519733	519733
51975	51975
519840	4396735
519938	519938
52003	52003
520163	520163
520299	526430
520311	520311
520395	4426367
520399	520399
520512	658610
520530	520530
520731	520731
520734	4477372
521200	521200
521268	521268
521607	1118558
521976	30062
522312	1123048
522514	532188
522596	522596
522977	522977
523133	523133
524103	742782
524145	4456166
524613	524613
524618	524618
524900	4299543
525171	525171
525236	515900
525378	525378
525442	565240
525464	519027
525863	136417
526211	2459569
526213	649345
526278	526278
526380	526380
526385	38888
526598	2565172
526810	244234
527033	527033
527196	723205
527333	521450
527383	559500
527413	527413
527415	527415
527418	516792
527968	527968
528078	4374109
528121	528725
528290	528290
528299	528299
528486	25427
528715	528715
528972	528972
529192	529192
529251	1140386
529404	4474998
529659	4125815
529920	514405
530044	614357
530532	530532
530962	530962
531082	526024
531271	71769
531310	531310
531331	531331
