Sample ID	Sample Description (title, isolation source)	Study ID	Predicted EnvoID	Predicted Envo Term	Jaccard Score	Distance	P-value	Best Match	Annotated EnvoID1	Predicted Envo Term1	Annotated EnvoID2	Predicted Envo Term2	Annotated EnvoID3	Predicted Envo Term3
C.3011.01.P1.405224	Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, human gut	QDB_1011	ENVO:01000007	microbial feature	0.1409449811	4	0.0908687678	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
E2B12PreWash2.481301	Lung HIV Microbiome Project, human oral	QDB_1020	ID:0000000	animal microbiome	0.1931096266	3	0.034209793	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:00005791	sterile water		
E2B05BALA.481431	Lung HIV Microbiome Project, human lung	QDB_1020	ID:0000000	animal microbiome	0.2244460255	3	0.034209793	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
sal1.11.2.224.11.29.V1V2.481208	Lung HIV Microbiome Project, freshwater	QDB_1020	ID:0000000	animal microbiome	0.2039689214	3	0.034209793	ENVO:00009003	ENVO:00002010	saline water	ENVO:00009003	human-associated habitat		
E3B10.Bronch1.TipSwab.V1V2.481326	Lung HIV Microbiome Project, human oral	QDB_1020	ID:0000000	animal microbiome	0.1931096266	3	0.034209793	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
E2B07PreWash1.481212	Lung HIV Microbiome Project, freshwater	QDB_1020	ID:0000000	animal microbiome	0.2039689214	3	0.034209793	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:00005791	sterile water		
E2B12PreWash1.481331	Lung HIV Microbiome Project, human lung	QDB_1020	ID:0000000	animal microbiome	0.2244460255	3	0.034209793	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:00005791	sterile water		
sterileswab9.22.481428	Lung HIV Microbiome Project, freshwater	QDB_1020	ID:0000000	animal microbiome	0.2039689214	3	0.034209793	ENVO:00009003	ENVO:00009003	human-associated habitat	ENVO:00010504	surface		
E2B12PSB.481368	Lung HIV Microbiome Project, freshwater	QDB_1020	ID:0000000	animal microbiome	0.2039689214	3	0.034209793	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
E1A06TS.481400	Lung HIV Microbiome Project, human oral	QDB_1020	ID:0000000	animal microbiome	0.1931096266	3	0.034209793	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
S08123.543897	A longitudinal 16 S rDNA based study of the human oral microbiome in adolescent twins, human oral	QDB_1026	ID:0000000	animal microbiome	0.1348225005	3	0.034209793	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
TVF.2010.Loc3.D0.Rep3.414500	Alaskan fire chronosequence - Tanana Valley, soil	QDB_1030	ENVO:00001998	soil	0.134601652	0	0.0006048784	ENVO:00001998	ENVO:00000876	Temperate broadleaf and mixed forest biome	ENVO:00002261	forest soil	ENVO:00001998	soil
CHRA2.413971	EMP project, soil	QDB_1031	ENVO:00001998	soil	0.2923977677	0	0.0006048784	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
Antarctic.soil.3B.7.2.590939	Brazilian Antarctic cleanup 16S, hydrocarbon	QDB_1033			0	17	1	ENVO:00000894	ENVO:00002875	oil contaminated soil	ENVO:00001998	soil	ENVO:00000894	Polar biome
Antarctic.soil.10B.590950	Brazilian Antarctic cleanup 16S, soil	QDB_1033	ENVO:00001998	soil	0.1895169941	0	0.0006048784	ENVO:00001998	ENVO:00001998	soil	ENVO:02000059	surface soil	ENVO:00000894	Polar biome
ZKG1.666758	CryoCARB Permafrost soil microbiome, soil	QDB_1034	ENVO:00000134	permafrost	0.2734282139	5	0.2001811416	ENVO:00001998	ENVO:00000874	Tundra biome	ENVO:00001998	soil	ENVO:00000112	tundra
UQ631.591032	New Zealand Terrestrial Antarctic Biocomplexity survey (NZTABS), soil	QDB_1035	ENVO:00000446	terrestrial biome	0.1211722485	2	0.011831079	ENVO:00002997	ENVO:00002997	Cold-winter (continental) deserts and semideserts	ENVO:01000017	sand	ENVO:00000173	rocky desert
UQ11108.1.6.591033	New Zealand Terrestrial Antarctic Biocomplexity survey (NZTABS), soil	QDB_1035	ENVO:00000446	terrestrial biome	0.1211722485	2	0.011831079	ENVO:00002997	ENVO:00002997	Cold-winter (continental) deserts and semideserts	ENVO:01000017	sand	ENVO:00000382	lake shore
UQ841.591040	New Zealand Terrestrial Antarctic Biocomplexity survey (NZTABS), soil	QDB_1035	ENVO:00000446	terrestrial biome	0.1211722485	2	0.011831079	ENVO:00002997	ENVO:00002997	Cold-winter (continental) deserts and semideserts	ENVO:00000278	dry stream	ENVO:01000017	sand
UQ892.591121	New Zealand Terrestrial Antarctic Biocomplexity survey (NZTABS), soil	QDB_1035	ENVO:00000446	terrestrial biome	0.1211722485	2	0.011831079	ENVO:00002997	ENVO:00002997	Cold-winter (continental) deserts and semideserts	ENVO:01000017	sand	ENVO:00000101	delta
UQ302.591115	New Zealand Terrestrial Antarctic Biocomplexity survey (NZTABS), soil	QDB_1035	ENVO:00000446	terrestrial biome	0.1211722485	2	0.011831079	ENVO:00002997	ENVO:00002997	Cold-winter (continental) deserts and semideserts	ENVO:00002033	carcass		
A.C.2.1.414780	Geochemical landscapes, soil	QDB_1036	ENVO:00001998	soil	0.2761326214	0	0.0006048784	ENVO:00001998	ENVO:00001998	soil	ENVO:00000894	Polar biome	ENVO:00000134	permafrost
SBS1.OM2C0.MIN.414814	Long Term Soil Productivity project, soil	QDB_1037	ENVO:00001998	soil	0.2293111691	0	0.0006048784	ENVO:00001998	ENVO:00001998	soil	ENVO:00000875	Temperate coniferous forest biome	ENVO:00002257	podzol
IDF2.REF.MIN.414827	Long Term Soil Productivity project, soil	QDB_1037	ENVO:00001998	soil	0.2293111691	0	0.0006048784	ENVO:00001998	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil	ENVO:00002248	luvisol
MF2.2.733844	Santiam Pass, mountain hemlock, rep 3, soil	QDB_1038	ENVO:00000084	mountain pass	0.2528860892	7	0.5493251367	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
MF2.1.733837	Santiam Pass, mountain hemlock, rep 2, soil	QDB_1038	ENVO:00000084	mountain pass	0.2528860892	7	0.5493251367	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
MF1.733849	Santiam Pass, mountain hemlock, rep 1, soil	QDB_1038	ENVO:00000084	mountain pass	0.2528860892	7	0.5493251367	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
CH1.733835	Cascade Head, old growth western hemlock, rep 1, soil	QDB_1038	ENVO:00000040	waterfall	0.1616297329	5	0.2001811416	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
CH3.733834	Cascade Head, old growth western hemlock, rep 3, soil	QDB_1038	ENVO:00000040	waterfall	0.1616297329	5	0.2001811416	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
CH2.733839	Cascade Head, old growth western hemlock, rep 2, soil	QDB_1038	ENVO:00000040	waterfall	0.1616297329	5	0.2001811416	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
SP2.733840	Horse Ridge, western juniper, rep 2, soil	QDB_1038	ENVO:00000170	dune	0.1625674993	2	0.011831079	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
SP1.733832	Horse Ridge, western juniper, rep 1, soil	QDB_1038	ENVO:00000170	dune	0.1625674993	2	0.011831079	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
MR3.733833	Metolius River, ponderosa pine, rep 3, soil	QDB_1038	ENVO:00000109	woodland	0.1333322528	2	0.011831079	ENVO:00002992	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
SP3.733831	Horse Ridge, western juniper, rep 3, soil	QDB_1038	ENVO:00000170	dune	0.1625674993	2	0.011831079	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
MR2.733838	Metolius River, ponderosa pine, rep 2, soil	QDB_1038	ENVO:00000109	woodland	0.1333322528	2	0.011831079	ENVO:00002992	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
MR1.733846	Metolius River, ponderosa pine, rep 1, soil	QDB_1038	ENVO:00000109	woodland	0.1333322528	2	0.011831079	ENVO:00002992	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
DIRT14.733836	HJ Andrews, Douglas-fir, rep 3, soil	QDB_1038	ENVO:00001998	soil	0.1499701762	0	0.0006048784	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
DC2.733847	McDonald Forest, Douglas-fir, rep 2, soil	QDB_1038	ENVO:00002261	forest soil	0.3064265939	0	0.0006048784	ENVO:00002261	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
DC1.733841	McDonald Forest, Douglas-fir, rep 1, soil	QDB_1038	ENVO:00002261	forest soil	0.3064265939	0	0.0006048784	ENVO:00002261	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
HR2.733843	Deercreek, Douglas-fir, rep 2, soil	QDB_1038	ENVO:00001998	soil	0.182069474	0	0.0006048784	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
DIRT12.733848	HJ Andrews, Douglas-fir, rep 2, soil	QDB_1038	ENVO:00001998	soil	0.1499701762	0	0.0006048784	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
HR1.733845	Deercreek, Douglas-fir, rep 1, soil	QDB_1038	ENVO:00001998	soil	0.182069474	0	0.0006048784	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
DC3.733842	McDonald Forest, Douglas-fir, rep 3, soil	QDB_1038	ENVO:00002261	forest soil	0.3064265939	0	0.0006048784	ENVO:00002261	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
DIRT08.733830	HJ Andrews, Douglas-fir, rep 1, soil	QDB_1038	ENVO:00001998	soil	0.1499701762	0	0.0006048784	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
HR3.733829	Deercreek, Douglas-fir, rep 3, soil	QDB_1038	ENVO:00001998	soil	0.182069474	0	0.0006048784	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
P.Masambaba.SA.414862	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	4	0.0908687678	ENVO:00002012	ENVO:00000447	marine biome	ENVO:00002012	hypersaline water	ENVO:00000038	lagoon
L.Jacarepia.SB.1.6.488588	Rio de aneiro Coastline, freshwater sediment	QDB_1039	ENVO:00000303	coast	0.1820310577	4	0.0908687678	ENVO:00000021	ENVO:00000021	freshwater lake	ENVO:00000892	Small lake biome	ENVO:00002007	sediment
P.Abraao.SB.414875	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	4	0.0908687678	ENVO:00000016	ENVO:00002150	coastal water	ENVO:00000016	sea		
L.Jacarepia.HB.488602	Rio de aneiro Coastline, freshwater	QDB_1039	ENVO:00000303	coast	0.2150118723	4	0.0908687678	ENVO:00000021	ENVO:00000021	freshwater lake	ENVO:00000892	Small lake biome	ENVO:00002007	sediment
P.Dois.Rios.SA.414870	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	3	0.034209793	ENVO:00000045	ENVO:00000887	Large river biome	ENVO:00002011	fresh water	ENVO:00000045	estuary
I.Fundao.SB.414872	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	3	0.034209793	ENVO:00002006	ENVO:00000447	marine biome	ENVO:00000138	cove	ENVO:00002006	water
L.Vermelha.SA.414871	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	3	0.034209793	ENVO:00002006	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002006	water
L.Jacarepia.AB.414874	Rio de aneiro Coastline, freshwater sediment	QDB_1039	ENVO:00000303	coast	0.1820310577	2	0.011831079	ENVO:00000138	ENVO:00000447	marine biome	ENVO:00000138	cove	ENVO:00002006	water
L.Jacarepia.AC.414858	Rio de aneiro Coastline, freshwater sediment	QDB_1039	ENVO:00000303	coast	0.1820310577	2	0.011831079	ENVO:00000138	ENVO:00000447	marine biome	ENVO:00000138	cove	ENVO:00002007	sediment
L.Vermelha.HC.a.488614	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880635	2	0.011831079	ENVO:00000038	ENVO:00000447	marine biome	ENVO:00000038	lagoon	ENVO:00002007	sediment
I.Fundao.HB.488596	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880635	2	0.011831079	ENVO:00000032	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002007	sediment
P.Abraao.HA.488590	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880635	2	0.011831079	ENVO:00000138	ENVO:00000447	marine biome	ENVO:00000138	cove	ENVO:00002007	sediment
P.Dois.Rios.HB.414856	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880635	2	0.011831079	ENVO:00000045	ENVO:00000887	Large river biome	ENVO:00000045	estuary	ENVO:00002006	water
P.Dois.Rios.HA.488597	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880635	2	0.011831079	ENVO:00000045	ENVO:00000887	Large river biome	ENVO:00002150	coastal water	ENVO:00000045	estuary
P.Dois.Rios.SA.1.7.488600	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	1	0.002069321	ENVO:00002007	ENVO:00000887	Large river biome	ENVO:00000045	estuary	ENVO:00002007	sediment
P.Massambaba.SA.1.4.488595	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880635	1	0.002069321	ENVO:00000092	ENVO:00000092	sea beach	ENVO:00002007	sediment	ENVO:00000016	sea
L.Vermelha.SC.2.3.488581	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	1	0.002069321	ENVO:00002007	ENVO:00000447	marine biome	ENVO:00000038	lagoon	ENVO:00002007	sediment
P.Abraao.AB..414861	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	1	0.002069321	ENVO:00002007	ENVO:00000092	sea beach	ENVO:00002007	sediment	ENVO:00000016	sea
P.Massambaba.HA.488591	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880635	1	0.002069321	ENVO:00000092	ENVO:00000092	sea beach	ENVO:00002150	coastal water	ENVO:00000016	sea
I.Fundao.AB.414869	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	1	0.002069321	ENVO:00002007	ENVO:00000447	marine biome	ENVO:00000138	cove	ENVO:00002007	sediment
I.Fundao.SB.7.8.488612	Rio de aneiro Coastline, marine sediment	QDB_1039	ENVO:00002113	marine sediment	0.2989144635	1	0.002069321	ENVO:00002007	ENVO:00000447	marine biome	ENVO:00000032	bay	ENVO:00002007	sediment
M041.20.683066	Microbial diversity analysis at different depths and stations in great lakes of the US (Michigan, Superior), freshwater	QDB_1041	ENVO:00000021	freshwater lake	0.234128573	0	0.0006048784	ENVO:00000021	ENVO:00000021	freshwater lake	ENVO:00002011	fresh water	ENVO:00000873	freshwater biome
Tabonuco.20C.BC.TP1.01.591004	LDRD Biological Carbon Sequestration, soil	QDB_1043	ENVO:00001998	soil	0.162484297	0	0.0006048784	ENVO:00001998	ENVO:00001998	soil	ENVO:00002993	Tropical humid forests	ENVO:00005778	tropical soil
Hopland.14C.Wood.TP1.04.590996	LDRD Biological Carbon Sequestration, soil	QDB_1043	ENVO:00001998	soil	0.162484297	0	0.0006048784	ENVO:00001998	ENVO:00005750	grassland soil	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil
SE.20101001.GY.LBNL1.BC.120.415281	Gulf Oil Spill Sediment, marine sediment	QDB_1046	ENVO:00002113	marine sediment	0.4021312977	0	0.0006048784	ENVO:00002113	ENVO:00000447	marine biome	ENVO:00000426	ocean floor	ENVO:00002113	marine sediment
Myr.tri.Seat.24.04L12.653667	Convergence of gut microbiomes in myrmecophagous mammals, gut	QDB_1056	ID:0000000	animal microbiome	0.1951992635	1	0.002069321	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
005005OR01.486065	LHMP Indiana, human oral	QDB_1069	ID:0000020	mouth	0.1942264159	3	0.034209793	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
051037BA02.486088	LHMP Indiana, human lung	QDB_1069	ID:0000052	lung	0.22960481	2	0.011831079	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat		
ICD.p16.dc31.446046	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes, human gut	QDB_1070	ENVO:01000007	microbial feature	0.0823692872	4	0.0908687678	ENVO:00009003	ENVO:02000022	excreta	ENVO:00009003	human-associated habitat		
CCD.p14.f28.446040	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes, human gut	QDB_1070	ENVO:01000007	microbial feature	0.0823692872	4	0.0908687678	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
27.stool.WT.676377	Rosenbaum Ankylosing spondylitis rats, rat illeal lumen	QDB_1089			0	17	1	ENVO:00002003	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat		
BLANK.41.712305.739590	Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, unclassified	QDB_1098	ENVO:00005805	nest of bird	0.194277926	6	0.3656838972	ENVO:00002006	ENVO:00002030	aquatic biome	ENVO:00005791	sterile water	ENVO:00002006	water
egg.WI.2010.435.712084.739083	Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, organismal	QDB_1098	ENVO:00005805	nest of bird	0.1955892606	0	0.0006048784	ENVO:00005805	ENVO:00005805	nest of bird	ENVO:02000057	hen's egg product		
nest.SK.2010.253.712138.739375	Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, organismal	QDB_1098	ENVO:00005805	nest of bird	0.1955892606	0	0.0006048784	ENVO:00005805	ENVO:00005805	nest of bird	ENVO:02000004	nesting material		
UNKNOWN.6.984020	Personal Genome Project, unclassified	QDB_1189			0	17	1	ENVO:00009003	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat		
Barefoot.Mouth.983890	Personal Genome Project, human oral	QDB_1189	ID:0000020	mouth	0.1784303498	3	0.034209793	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
Bows.Leftpalm.983861	Personal Genome Project, human skin	QDB_1189	ID:0000058	skin	0.3691864899	1	0.002069321	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat		
Azelea.Stool.984073	Personal Genome Project, human gut	QDB_1189	ID:0000002	gut	0.2287916679	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
11M.480753	zebrafish gut metagenome, freshwater	QDB_1192	ENVO:00000021	freshwater lake	0.2242011351	2	0.011831079	ENVO:00000873	ENVO:00002037	freshwater habitat	ENVO:00000873	freshwater biome	ENVO:00002198	fresh water aquarium
3g.480772	zebrafish gut metagenome, zebrafish gut	QDB_1192	ID:0000002	gut	0.2829291381	1	0.002069321	ENVO:00006776	ENVO:01000155	organic material	ENVO:00006776	animal-associated habitat		
SE.20100928.GY.NF008.BC.093.a.673660	Jansson Gulf Oil Spill Sediments, marine sediment	QDB_1197	ENVO:00002113	marine sediment	0.4885284673	0	0.0006048784	ENVO:00002113	ENVO:00000447	marine biome	ENVO:00000426	ocean floor	ENVO:00002113	marine sediment
NOR03.STA1.CORE1.3of4.607418	Polluted Polar Coastal Sediments, marine sediment	QDB_1198	ENVO:00002113	marine sediment	0.5844066007	0	0.0006048784	ENVO:00002113	ENVO:00002113	marine sediment	ENVO:00000894	Polar biome	ENVO:00000303	coast
SBYZ.484221	microbial mat metagenome, microbial mat	QDB_1199	ENVO:01000008	microbial mat	0.6370930114	0	0.0006048784	ENVO:01000008	ENVO:01000008	microbial mat				
GN06P.484247	Phylogenetic stratigraphy in the Guerrero Negro hypersaline microbial mat, microbial mat	QDB_1200	ID:0000141	hypersaline microbial mat	0.4332929644	1	0.002069321	ENVO:01000008	ENVO:01000008	microbial mat				
B5.5.18.06.486121	Bergen Ocean Acidification Mesocosms, marine	QDB_1222	ENVO:00000015	ocean	0.1617749158	0	0.0006048784	ENVO:00000015	ENVO:00000447	marine biome	ENVO:00002151	ocean water	ENVO:00000015	ocean
sp1286.486369	Metagenome and transcriptome of filtered sea water samples from mesocosms under different CO2 partial pressure. CO2 pressures were increased in multiple mesocosms and samples within each were taken during an elongated period of time., marine	QDB_1235	ENVO:00002149	sea water	0.0891375396	2	0.011831079	ENVO:00002151	ENVO:00002030	aquatic biome	ENVO:00002151	ocean water	ENVO:00000039	fjord
2206BCDNA.486536	Marine heterotrophic bacterial diversity and activity at time series station L4, western English Channel between 2009 and 2010, ocean surface water	QDB_1240	ENVO:00011764	ocean time series station	0.2600468839	6	0.3656838972	ENVO:00002030	ENVO:00002030	aquatic biome	ENVO:00002150	coastal water		
ME28Nov00EB2R1.486666	Medota Lake Eleven year timeseries, freshwater	QDB_1242	ENVO:00000021	freshwater lake	0.3466155839	0	0.0006048784	ENVO:00000021	ENVO:00000021	freshwater lake	ENVO:00000892	Small lake biome	ENVO:00002011	fresh water
NSBH25Sept07.618652	Temperate Bog Lakes, freshwater	QDB_1288	ENVO:00000021	freshwater lake	0.5020869201	0	0.0006048784	ENVO:00000021	ENVO:00000021	freshwater lake	ENVO:00000892	Small lake biome	ENVO:00002011	fresh water
KH9.488318	Temple TX native exotic precip study, soil	QDB_1289	ENVO:00001998	soil	0.1220523363	0	0.0006048784	ENVO:00001998	ENVO:00000106	grassland	ENVO:00000877	Temperate grasslands, savannas, and shrubland biome	ENVO:00001998	soil
B3.489528	Microbial biogeography of public restroom surfaces, restroom surface	QDB_1335	ENVO:00010504	surface	0.2868166062	3	0.034209793	ENVO:00002006	ENVO:00000856	city	ENVO:00000073	building	ENVO:00002006	water
PTBM7.489547	Microbial biogeography of public restroom surfaces, restroom surface	QDB_1335	ENVO:00010504	surface	0.2868166062	0	0.0006048784	ENVO:00010504	ENVO:00000856	city	ENVO:00000073	building	ENVO:00010504	surface
O5.836249	Architectural design influences the diversity and structure of the built environment microbiome, air	QDB_1345	ID:0000000	animal microbiome	0.1485580107	5	0.2001811416	ENVO:00002005	ENVO:00000856	city	ENVO:00002005	air	ENVO:00000073	building
LMHV.005030.7002OR.552283	Oral Wash sample from Lung MicroCHIP Study, human oral	QDB_1437	ID:0000052	lung	0.145937981	2	0.011831079	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat		
LMHV.005032.7003PW.552330	Bronchoscope Pre-Wash Control, None	QDB_1438	ENVO:00000443	flood control reservoir	0.1379259016	5	0.2001811416	ENVO:00002006	ENVO:00005791	sterile water	ENVO:00002006	water		
LMHV.005031.6004BAL.A.552339	BAL sample from Lung MicroCHIP Study, human lung	QDB_1438	ID:0000052	lung	0.1592180997	2	0.011831079	ENVO:00009003	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat		
LMHV.005018.7001BAL.552335	BAL sample from Lung MicroCHIP study, human lung	QDB_1438	ID:0000052	lung	0.1592180997	2	0.011831079	ENVO:00009003	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat		
fut2negative.day56.38.PSdef.1004887	Kashyap fut2 16S, mouse gut	QDB_1452	ID:0000002	gut	0.2201337098	1	0.002069321	ENVO:00002003	ENVO:00009002	mammalia-associated habitat	ENVO:00002003	feces		
C0209.N.517984	Genomic analysis identifies association of Fusobacterium with colorectal carcinoma, human gut	QDB_1457	ID:0000002	gut	0.1103744888	3	0.034209793	ENVO:00009003	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat		
180A.517910	Non-invasive mapping of the gut microbiota as a screening method for IBD in children and young adults., human gut	QDB_1458	ID:0000002	gut	0.0941214651	1	0.002069321	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
100090.518522	Sokol IBD dysfunction, human gut	QDB_1460	ID:0000002	gut	0.1878882303	3	0.034209793	ENVO:00009003	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat		
TUFP22.522474	Office Space Bacterial Abundance and Diversity in Three  Metropolitan Areas, Samples from office surfaces in New York, San Francisco and Tucson	QDB_1479	ENVO:00010504	surface	0.067792628	0	0.0006048784	ENVO:00010504	ENVO:00000446	terrestrial biome	ENVO:00010504	surface		
NA.15.T0.830848	Ercolini whole grain feces, Fecal sample taken from individual NA.15	QDB_1481	ENVO:00002003	feces	0.3345029926	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
NA.02.T8.830846	Ercolini whole grain feces, Fecal sample taken from individual NA.02	QDB_1481	ENVO:00002003	feces	0.3345029926	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
PO6.2.T0.830805	Ercolini whole grain feces, Fecal sample taken from individual PO6.2	QDB_1481	ENVO:00002003	feces	0.3345029926	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
NA.13.T4.830844	Ercolini whole grain feces, Fecal sample taken from individual NA.13	QDB_1481	ENVO:00002003	feces	0.3345029926	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
NA.16.T0.830801	Ercolini whole grain feces, Fecal sample taken from individual NA.16	QDB_1481	ENVO:00002003	feces	0.3345029926	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
NA.04.T8.830807	Ercolini whole grain feces, Fecal sample taken from individual NA.04	QDB_1481	ENVO:00002003	feces	0.3345029926	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
PO1.3.T0.830804	Ercolini whole grain feces, Fecal sample taken from individual PO1.3	QDB_1481	ENVO:00002003	feces	0.3345029926	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
PO1.1.T0.830861	Ercolini whole grain feces, Fecal sample taken from individual PO1.1	QDB_1481	ENVO:00002003	feces	0.3345029926	0	0.0006048784	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat		
